frame,substep,stage,energy,maxSpeed,maxSpeedX,maxSpeedY,maxGXV,maxGXVSigned,maxGXVX,maxGXVY,maxGrad,maxGradSigned,maxGradName,maxGradX,maxGradY
271,1,"beforeCip",0.307130582,0.034678878,103,53,0.346522301,0.346522301,79,64,0.346522301,0.346522301,"GXV",79,64
271,1,"afterCipVelocity",0.307193023,0.034669821,103,53,0.348295003,0.348295003,79,64,0.348295003,0.348295003,"GXV",79,64
271,1,"afterRhs",0.307186275,0.034664905,103,53,0.348295003,0.348295003,79,64,0.348295003,0.348295003,"GXV",79,64
271,1,"afterNewGradV",0.307186275,0.034664905,103,53,0.348289967,0.348289967,79,64,0.348289967,0.348289967,"GXV",79,64
271,1,"afterNewGradU",0.307186275,0.034664905,103,53,0.348289967,0.348289967,79,64,0.348289967,0.348289967,"GXV",79,64
271,2,"beforeCip",0.307186275,0.034664905,103,53,0.348289967,0.348289967,79,64,0.348289967,0.348289967,"GXV",79,64
271,2,"afterCipVelocity",0.307249723,0.034655284,103,53,0.35007444,0.35007444,79,64,0.35007444,0.35007444,"GXV",79,64
271,2,"afterRhs",0.307242975,0.034650791,103,53,0.35007444,0.35007444,79,64,0.35007444,0.35007444,"GXV",79,64
271,2,"afterNewGradV",0.307242975,0.034650791,103,53,0.350069404,0.350069404,79,64,0.350069404,0.350069404,"GXV",79,64
271,2,"afterNewGradU",0.307242975,0.034650791,103,53,0.350069404,0.350069404,79,64,0.350069404,0.350069404,"GXV",79,64
271,3,"beforeCip",0.307242975,0.034650791,103,53,0.350069404,0.350069404,79,64,0.350069404,0.350069404,"GXV",79,64
271,3,"afterCipVelocity",0.307307446,0.034640606,103,53,0.351865739,0.351865739,79,64,0.351865739,0.351865739,"GXV",79,64
271,3,"afterRhs",0.307300697,0.034636534,103,53,0.351865739,0.351865739,79,64,0.351865739,0.351865739,"GXV",79,64
271,3,"afterNewGradV",0.307300697,0.034636534,103,53,0.351860702,0.351860702,79,64,0.351860702,0.351860702,"GXV",79,64
271,3,"afterNewGradU",0.307300697,0.034636534,103,53,0.351860702,0.351860702,79,64,0.351860702,0.351860702,"GXV",79,64
271,4,"beforeCip",0.307300697,0.034636534,103,53,0.351860702,0.351860702,79,64,0.351860702,0.351860702,"GXV",79,64
271,4,"afterCipVelocity",0.307366209,0.034625788,103,53,0.353669018,0.353669018,79,64,0.353669018,0.353669018,"GXV",79,64
271,4,"afterRhs",0.307359458,0.034622132,103,53,0.353669018,0.353669018,79,64,0.353669018,0.353669018,"GXV",79,64
271,4,"afterNewGradV",0.307359458,0.034622132,103,53,0.353663981,0.353663981,79,64,0.353663981,0.353663981,"GXV",79,64
271,4,"afterNewGradU",0.307359458,0.034622132,103,53,0.353663981,0.353663981,79,64,0.353663981,0.353663981,"GXV",79,64
271,5,"beforeCip",0.307359458,0.034622132,103,53,0.353663981,0.353663981,79,64,0.353663981,0.353663981,"GXV",79,64
271,5,"afterCipVelocity",0.307426028,0.034610831,103,53,0.355484396,0.355484396,79,64,0.355484396,0.355484396,"GXV",79,64
271,5,"afterRhs",0.307419277,0.034607595,103,53,0.355484396,0.355484396,79,64,0.355484396,0.355484396,"GXV",79,64
271,5,"afterNewGradV",0.307419277,0.034607595,103,53,0.35547936,0.35547936,79,64,0.35547936,0.35547936,"GXV",79,64
271,5,"afterNewGradU",0.307419277,0.034607595,103,53,0.35547936,0.35547936,79,64,0.35547936,0.35547936,"GXV",79,64
271,6,"beforeCip",0.307419277,0.034607595,103,53,0.35547936,0.35547936,79,64,0.35547936,0.35547936,"GXV",79,64
271,6,"afterCipVelocity",0.307486922,0.034595738,103,53,0.357311994,0.357311994,79,64,0.357311994,0.357311994,"GXV",79,64
271,6,"afterRhs",0.30748017,0.034592914,103,53,0.357311994,0.357311994,79,64,0.357311994,0.357311994,"GXV",79,64
271,6,"afterNewGradV",0.30748017,0.034592914,103,53,0.357306957,0.357306957,79,64,0.357306957,0.357306957,"GXV",79,64
271,6,"afterNewGradU",0.30748017,0.034592914,103,53,0.357306957,0.357306957,79,64,0.357306957,0.357306957,"GXV",79,64
271,7,"beforeCip",0.30748017,0.034592914,103,53,0.357306957,0.357306957,79,64,0.357306957,0.357306957,"GXV",79,64
271,7,"afterCipVelocity",0.307548909,0.034580502,103,53,0.3591519,0.3591519,79,64,0.3591519,0.3591519,"GXV",79,64
271,7,"afterRhs",0.307542154,0.034578094,103,53,0.3591519,0.3591519,79,64,0.3591519,0.3591519,"GXV",79,64
271,7,"afterNewGradV",0.307542154,0.034578094,103,53,0.359146833,0.359146833,79,64,0.359146833,0.359146833,"GXV",79,64
271,7,"afterNewGradU",0.307542154,0.034578094,103,53,0.359146833,0.359146833,79,64,0.359146833,0.359146833,"GXV",79,64
271,8,"beforeCip",0.307542154,0.034578094,103,53,0.359146833,0.359146833,79,64,0.359146833,0.359146833,"GXV",79,64
271,8,"afterCipVelocity",0.307612007,0.03456513,103,53,0.361004204,0.361004204,79,64,0.361004204,0.361004204,"GXV",79,64
271,8,"afterRhs",0.307605252,0.034563138,103,53,0.361004204,0.361004204,79,64,0.361004204,0.361004204,"GXV",79,64
271,8,"afterNewGradV",0.307605252,0.034563138,103,53,0.360999137,0.360999137,79,64,0.360999137,0.360999137,"GXV",79,64
271,8,"afterNewGradU",0.307605252,0.034563138,103,53,0.360999137,0.360999137,79,64,0.360999137,0.360999137,"GXV",79,64
271,9,"beforeCip",0.307605252,0.034563138,103,53,0.360999137,0.360999137,79,64,0.360999137,0.360999137,"GXV",79,64
271,9,"afterCipVelocity",0.307676236,0.034549627,103,53,0.362869054,0.362869054,79,64,0.362869054,0.362869054,"GXV",79,64
271,9,"afterRhs",0.307669479,0.034548043,103,53,0.362869054,0.362869054,79,64,0.362869054,0.362869054,"GXV",79,64
271,9,"afterNewGradV",0.307669479,0.034548043,103,53,0.362863988,0.362863988,79,64,0.362863988,0.362863988,"GXV",79,64
271,9,"afterNewGradU",0.307669479,0.034548043,103,53,0.362863988,0.362863988,79,64,0.362863988,0.362863988,"GXV",79,64
271,10,"beforeCip",0.307669479,0.034548043,103,53,0.362863988,0.362863988,79,64,0.362863988,0.362863988,"GXV",79,64
271,10,"afterCipVelocity",0.307741614,0.034533985,103,53,0.364746541,0.364746541,79,64,0.364746541,0.364746541,"GXV",79,64
271,10,"afterRhs",0.307734856,0.03453281,103,53,0.364746541,0.364746541,79,64,0.364746541,0.364746541,"GXV",79,64
271,10,"afterNewGradV",0.307734856,0.03453281,103,53,0.364741474,0.364741474,79,64,0.364741474,0.364741474,"GXV",79,64
271,10,"afterNewGradU",0.307734856,0.03453281,103,53,0.364741474,0.364741474,79,64,0.364741474,0.364741474,"GXV",79,64
271,11,"beforeCip",0.307734856,0.03453281,103,53,0.364741474,0.364741474,79,64,0.364741474,0.364741474,"GXV",79,64
271,11,"afterCipVelocity",0.307808162,0.034518204,103,53,0.366636783,0.366636783,79,64,0.366636783,0.366636783,"GXV",79,64
271,11,"afterRhs",0.307801402,0.034517441,103,53,0.366636783,0.366636783,79,64,0.366636783,0.366636783,"GXV",79,64
271,11,"afterNewGradV",0.307801402,0.034517441,103,53,0.366631716,0.366631716,79,64,0.366631716,0.366631716,"GXV",79,64
271,11,"afterNewGradU",0.307801402,0.034517441,103,53,0.366631716,0.366631716,79,64,0.366631716,0.366631716,"GXV",79,64
272,0,"beforeCip",0.307801402,0.034517441,103,53,0.366631716,0.366631716,79,64,0.366631716,0.366631716,"GXV",79,64
272,0,"afterCipVelocity",0.307875899,0.034502293,103,53,0.3685399,0.3685399,79,64,0.3685399,0.3685399,"GXV",79,64
272,0,"afterRhs",0.307869137,0.034501933,103,53,0.3685399,0.3685399,79,64,0.3685399,0.3685399,"GXV",79,64
272,0,"afterNewGradV",0.307869137,0.034501933,103,53,0.368534803,0.368534803,79,64,0.368534803,0.368534803,"GXV",79,64
272,0,"afterNewGradU",0.307869137,0.034501933,103,53,0.368534803,0.368534803,79,64,0.368534803,0.368534803,"GXV",79,64
272,1,"beforeCip",0.307869137,0.034501933,103,53,0.368534803,0.368534803,79,64,0.368534803,0.368534803,"GXV",79,64
272,1,"afterCipVelocity",0.307944846,0.034486246,103,53,0.37045598,0.37045598,79,64,0.37045598,0.37045598,"GXV",79,64
272,1,"afterRhs",0.307938083,0.034486291,103,53,0.37045598,0.37045598,79,64,0.37045598,0.37045598,"GXV",79,64
272,1,"afterNewGradV",0.307938083,0.034486291,103,53,0.370450884,0.370450884,79,64,0.370450884,0.370450884,"GXV",79,64
272,1,"afterNewGradU",0.307938083,0.034486291,103,53,0.370450884,0.370450884,79,64,0.370450884,0.370450884,"GXV",79,64
272,2,"beforeCip",0.307938083,0.034486291,103,53,0.370450884,0.370450884,79,64,0.370450884,0.370450884,"GXV",79,64
272,2,"afterCipVelocity",0.308015024,0.034470066,103,53,0.372385174,0.372385174,79,64,0.372385174,0.372385174,"GXV",79,64
272,2,"afterRhs",0.308008258,0.034470514,103,53,0.372385174,0.372385174,79,64,0.372385174,0.372385174,"GXV",79,64
272,2,"afterNewGradV",0.308008258,0.034470514,103,53,0.372380078,0.372380078,79,64,0.372380078,0.372380078,"GXV",79,64
272,2,"afterNewGradU",0.308008258,0.034470514,103,53,0.372380078,0.372380078,79,64,0.372380078,0.372380078,"GXV",79,64
272,3,"beforeCip",0.308008258,0.034470514,103,53,0.372380078,0.372380078,79,64,0.372380078,0.372380078,"GXV",79,64
272,3,"afterCipVelocity",0.308086452,0.034453751,103,53,0.3743276,0.3743276,79,64,0.3743276,0.3743276,"GXV",79,64
272,3,"afterRhs",0.308079686,0.034454603,103,53,0.3743276,0.3743276,79,64,0.3743276,0.3743276,"GXV",79,64
272,3,"afterNewGradV",0.308079686,0.034454603,103,53,0.374322504,0.374322504,79,64,0.374322504,0.374322504,"GXV",79,64
272,3,"afterNewGradU",0.308079686,0.034454603,103,53,0.374322504,0.374322504,79,64,0.374322504,0.374322504,"GXV",79,64
272,4,"beforeCip",0.308079686,0.034454603,103,53,0.374322504,0.374322504,79,64,0.374322504,0.374322504,"GXV",79,64
272,4,"afterCipVelocity",0.308159157,0.034437306,103,53,0.376283348,0.376283348,79,64,0.376283348,0.376283348,"GXV",79,64
272,4,"afterRhs",0.308152387,0.034438558,103,53,0.376283348,0.376283348,79,64,0.376283348,0.376283348,"GXV",79,64
272,4,"afterNewGradV",0.308152387,0.034438558,103,53,0.376278251,0.376278251,79,64,0.376278251,0.376278251,"GXV",79,64
272,4,"afterNewGradU",0.308152387,0.034438558,103,53,0.376278251,0.376278251,79,64,0.376278251,0.376278251,"GXV",79,64
272,5,"beforeCip",0.308152387,0.034438558,103,53,0.376278251,0.376278251,79,64,0.376278251,0.376278251,"GXV",79,64
272,5,"afterCipVelocity",0.308233155,0.034420727,103,53,0.378252566,0.378252566,79,64,0.378252566,0.378252566,"GXV",79,64
272,5,"afterRhs",0.308226384,0.034422378,103,53,0.378252566,0.378252566,79,64,0.378252566,0.378252566,"GXV",79,64
272,5,"afterNewGradV",0.308226384,0.034422378,103,53,0.37824747,0.37824747,79,64,0.37824747,0.37824747,"GXV",79,64
272,5,"afterNewGradU",0.308226384,0.034422378,103,53,0.37824747,0.37824747,79,64,0.37824747,0.37824747,"GXV",79,64
272,6,"beforeCip",0.308226384,0.034422378,103,53,0.37824747,0.37824747,79,64,0.37824747,0.37824747,"GXV",79,64
272,6,"afterCipVelocity",0.308308472,0.034404017,103,53,0.380235344,0.380235344,79,64,0.380235344,0.380235344,"GXV",79,64
272,6,"afterRhs",0.308301698,0.034406065,103,53,0.380235344,0.380235344,79,64,0.380235344,0.380235344,"GXV",79,64
272,6,"afterNewGradV",0.308301698,0.034406065,103,53,0.380230218,0.380230218,79,64,0.380230218,0.380230218,"GXV",79,64
272,6,"afterNewGradU",0.308301698,0.034406065,103,53,0.380230218,0.380230218,79,64,0.380230218,0.380230218,"GXV",79,64
272,7,"beforeCip",0.308301698,0.034406065,103,53,0.380230218,0.380230218,79,64,0.380230218,0.380230218,"GXV",79,64
272,7,"afterCipVelocity",0.30838513,0.034387178,103,53,0.382231832,0.382231832,79,64,0.382231832,0.382231832,"GXV",79,64
272,7,"afterRhs",0.308378355,0.034389621,103,53,0.382231832,0.382231832,79,64,0.382231832,0.382231832,"GXV",79,64
272,7,"afterNewGradV",0.308378355,0.034389621,103,53,0.382226706,0.382226706,79,64,0.382226706,0.382226706,"GXV",79,64
272,7,"afterNewGradU",0.308378355,0.034389621,103,53,0.382226706,0.382226706,79,64,0.382226706,0.382226706,"GXV",79,64
272,8,"beforeCip",0.308378355,0.034389621,103,53,0.382226706,0.382226706,79,64,0.382226706,0.382226706,"GXV",79,64
272,8,"afterCipVelocity",0.308463153,0.034370206,103,53,0.384242147,0.384242147,79,64,0.384242147,0.384242147,"GXV",79,64
272,8,"afterRhs",0.308456376,0.034373048,103,53,0.384242147,0.384242147,79,64,0.384242147,0.384242147,"GXV",79,64
272,8,"afterNewGradV",0.308456376,0.034373048,103,53,0.384237021,0.384237021,79,64,0.384237021,0.384237021,"GXV",79,64
272,8,"afterNewGradU",0.308456376,0.034373048,103,53,0.384237021,0.384237021,79,64,0.384237021,0.384237021,"GXV",79,64
272,9,"beforeCip",0.308456376,0.034373048,103,53,0.384237021,0.384237021,79,64,0.384237021,0.384237021,"GXV",79,64
272,9,"afterCipVelocity",0.308542564,0.034353111,103,53,0.38626641,0.38626641,79,64,0.38626641,0.38626641,"GXV",79,64
272,9,"afterRhs",0.308535784,0.034356341,103,53,0.38626641,0.38626641,79,64,0.38626641,0.38626641,"GXV",79,64
272,9,"afterNewGradV",0.308535784,0.034356341,103,53,0.386261284,0.386261284,79,64,0.386261284,0.386261284,"GXV",79,64
272,9,"afterNewGradU",0.308535784,0.034356341,103,53,0.386261284,0.386261284,79,64,0.386261284,0.386261284,"GXV",79,64
272,10,"beforeCip",0.308535784,0.034356341,103,53,0.386261284,0.386261284,79,64,0.386261284,0.386261284,"GXV",79,64
272,10,"afterCipVelocity",0.308623386,0.034335883,103,53,0.38830477,0.38830477,79,64,0.38830477,0.38830477,"GXV",79,64
272,10,"afterRhs",0.308616604,0.034339505,103,53,0.38830477,0.38830477,79,64,0.38830477,0.38830477,"GXV",79,64
272,10,"afterNewGradV",0.308616604,0.034339505,103,53,0.388299614,0.388299614,79,64,0.388299614,0.388299614,"GXV",79,64
272,10,"afterNewGradU",0.308616604,0.034339505,103,53,0.388299614,0.388299614,79,64,0.388299614,0.388299614,"GXV",79,64
272,11,"beforeCip",0.308616604,0.034339505,103,53,0.388299614,0.388299614,79,64,0.388299614,0.388299614,"GXV",79,64
272,11,"afterCipVelocity",0.308705646,0.034318526,103,53,0.390357286,0.390357286,79,64,0.390357286,0.390357286,"GXV",79,64
272,11,"afterRhs",0.308698862,0.034322539,103,53,0.390357286,0.390357286,79,64,0.390357286,0.390357286,"GXV",79,64
272,11,"afterNewGradV",0.308698862,0.034322539,103,53,0.39035213,0.39035213,79,64,0.39035213,0.39035213,"GXV",79,64
272,11,"afterNewGradU",0.308698862,0.034322539,103,53,0.39035213,0.39035213,79,64,0.39035213,0.39035213,"GXV",79,64
273,0,"beforeCip",0.308698862,0.034322539,103,53,0.39035213,0.39035213,79,64,0.39035213,0.39035213,"GXV",79,64
273,0,"afterCipVelocity",0.30878937,0.034301044,103,53,0.392424136,0.392424136,79,64,0.392424136,0.392424136,"GXV",79,64
273,0,"afterRhs",0.308782583,0.034305444,103,53,0.392424136,0.392424136,79,64,0.392424136,0.392424136,"GXV",79,64
273,0,"afterNewGradV",0.308782583,0.034305444,103,53,0.392418981,0.392418981,79,64,0.392418981,0.392418981,"GXV",79,64
273,0,"afterNewGradU",0.308782583,0.034305444,103,53,0.392418981,0.392418981,79,64,0.392418981,0.392418981,"GXV",79,64
273,1,"beforeCip",0.308782583,0.034305444,103,53,0.392418981,0.392418981,79,64,0.392418981,0.392418981,"GXV",79,64
273,1,"afterCipVelocity",0.308874581,0.034283433,103,53,0.394505471,0.394505471,79,64,0.394505471,0.394505471,"GXV",79,64
273,1,"afterRhs",0.308867791,0.034288217,103,53,0.394505471,0.394505471,79,64,0.394505471,0.394505471,"GXV",79,64
273,1,"afterNewGradV",0.308867791,0.034288217,103,53,0.394500315,0.394500315,79,64,0.394500315,0.394500315,"GXV",79,64
273,1,"afterNewGradU",0.308867791,0.034288217,103,53,0.394500315,0.394500315,79,64,0.394500315,0.394500315,"GXV",79,64
273,2,"beforeCip",0.308867791,0.034288217,103,53,0.394500315,0.394500315,79,64,0.394500315,0.394500315,"GXV",79,64
273,2,"afterCipVelocity",0.308961306,0.034422034,79,60,0.396601379,0.396601379,79,64,0.396601379,0.396601379,"GXV",79,64
273,2,"afterRhs",0.308954513,0.034354539,79,60,0.396601379,0.396601379,79,64,0.396601379,0.396601379,"GXV",79,64
273,2,"afterNewGradV",0.308954513,0.034354539,79,60,0.396596223,0.396596223,79,64,0.396596223,0.396596223,"GXV",79,64
273,2,"afterNewGradU",0.308954513,0.034354539,79,60,0.396596223,0.396596223,79,64,0.396596223,0.396596223,"GXV",79,64
273,3,"beforeCip",0.308954513,0.034354539,79,60,0.396596223,0.396596223,79,64,0.396596223,0.396596223,"GXV",79,64
273,3,"afterCipVelocity",0.309049572,0.034592824,79,60,0.398712039,0.398712039,79,64,0.398712039,0.398712039,"GXV",79,64
273,3,"afterRhs",0.309042777,0.034524947,79,60,0.398712039,0.398712039,79,64,0.398712039,0.398712039,"GXV",79,64
273,3,"afterNewGradV",0.309042777,0.034524947,79,60,0.398706853,0.398706853,79,64,0.398706853,0.398706853,"GXV",79,64
273,3,"afterNewGradU",0.309042777,0.034524947,79,60,0.398706853,0.398706853,79,64,0.398706853,0.398706853,"GXV",79,64
273,4,"beforeCip",0.309042777,0.034524947,79,60,0.398706853,0.398706853,79,64,0.398706853,0.398706853,"GXV",79,64
273,4,"afterCipVelocity",0.309139407,0.034765299,79,60,0.400837541,0.400837541,79,64,0.400837541,0.400837541,"GXV",79,64
273,4,"afterRhs",0.309132608,0.034697046,79,60,0.400837541,0.400837541,79,64,0.400837541,0.400837541,"GXV",79,64
273,4,"afterNewGradV",0.309132608,0.034697046,79,60,0.400832355,0.400832355,79,64,0.400832355,0.400832355,"GXV",79,64
273,4,"afterNewGradU",0.309132608,0.034697046,79,60,0.400832355,0.400832355,79,64,0.400832355,0.400832355,"GXV",79,64
273,5,"beforeCip",0.309132608,0.034697046,79,60,0.400832355,0.400832355,79,64,0.400832355,0.400832355,"GXV",79,64
273,5,"afterCipVelocity",0.309230836,0.034939472,79,60,0.402978033,0.402978033,79,64,0.402978033,0.402978033,"GXV",79,64
273,5,"afterRhs",0.309224035,0.034870842,79,60,0.402978033,0.402978033,79,64,0.402978033,0.402978033,"GXV",79,64
273,5,"afterNewGradV",0.309224035,0.034870842,79,60,0.402972847,0.402972847,79,64,0.402972847,0.402972847,"GXV",79,64
