frame,substep,transition,dEnergy,dSpeed,dGXV,dGrad,toStage,toMaxGradName,toMaxGradX,toMaxGradY
275,1,"afterRhs->afterNewGradV",0,0,-0.000005335,-0.000005335,"afterNewGradV","GXV",79,64
275,1,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
275,2,"beforeCip->afterCipVelocity",0.000139424,0.000287352,0.002494961,0.002494961,"afterCipVelocity","GXV",79,64
275,2,"afterCipVelocity->afterRhs",-0.000006891,-0.000075616,0,0,"afterRhs","GXV",79,64
275,2,"afterRhs->afterNewGradV",0,0,-0.000005364,-0.000005364,"afterNewGradV","GXV",79,64
275,2,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
275,3,"beforeCip->afterCipVelocity",0.000141809,0.000289504,0.002513349,0.002513349,"afterCipVelocity","GXV",79,64
275,3,"afterCipVelocity->afterRhs",-0.000006897,-0.000075876,0,0,"afterRhs","GXV",79,64
275,3,"afterRhs->afterNewGradV",0,0,-0.000005364,-0.000005364,"afterNewGradV","GXV",79,64
275,3,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
275,4,"beforeCip->afterCipVelocity",0.000144237,0.00029165,0.002531916,0.002531916,"afterCipVelocity","GXV",79,64
275,4,"afterCipVelocity->afterRhs",-0.000006902,-0.000076132,0,0,"afterRhs","GXV",79,64
275,4,"afterRhs->afterNewGradV",0,0,-0.000005364,-0.000005364,"afterNewGradV","GXV",79,64
275,4,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
275,5,"beforeCip->afterCipVelocity",0.000146715,0.000293791,0.002550691,0.002550691,"afterCipVelocity","GXV",79,64
275,5,"afterCipVelocity->afterRhs",-0.000006909,-0.000076373,0,0,"afterRhs","GXV",79,64
275,5,"afterRhs->afterNewGradV",0,0,-0.000005394,-0.000005394,"afterNewGradV","GXV",79,64
275,5,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
275,6,"beforeCip->afterCipVelocity",0.000149237,0.000295924,0.002569586,0.002569586,"afterCipVelocity","GXV",79,64
275,6,"afterCipVelocity->afterRhs",-0.000006915,-0.000076602,0,0,"afterRhs","GXV",79,64
275,6,"afterRhs->afterNewGradV",0,0,-0.000005394,-0.000005394,"afterNewGradV","GXV",79,64
275,6,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
275,7,"beforeCip->afterCipVelocity",0.000151808,0.000298053,0.002588719,0.002588719,"afterCipVelocity","GXV",79,64
275,7,"afterCipVelocity->afterRhs",-0.000006921,-0.000076827,0,0,"afterRhs","GXV",79,64
275,7,"afterRhs->afterNewGradV",0,0,-0.000005394,-0.000005394,"afterNewGradV","GXV",79,64
275,7,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
275,8,"beforeCip->afterCipVelocity",0.000154428,0.000300171,0.002608031,0.002608031,"afterCipVelocity","GXV",79,64
275,8,"afterCipVelocity->afterRhs",-0.000006929,-0.000077036,0,0,"afterRhs","GXV",79,64
275,8,"afterRhs->afterNewGradV",0,0,-0.000005424,-0.000005424,"afterNewGradV","GXV",79,64
275,8,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
275,9,"beforeCip->afterCipVelocity",0.000157101,0.000302282,0.002627522,0.002627522,"afterCipVelocity","GXV",79,64
275,9,"afterCipVelocity->afterRhs",-0.000006935,-0.000077231,0,0,"afterRhs","GXV",79,64
275,9,"afterRhs->afterNewGradV",0,0,-0.000005424,-0.000005424,"afterNewGradV","GXV",79,64
275,9,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
275,10,"beforeCip->afterCipVelocity",0.000159824,0.000304384,0.002647191,0.002647191,"afterCipVelocity","GXV",79,64
275,10,"afterCipVelocity->afterRhs",-0.000006943,-0.000077425,0,0,"afterRhs","GXV",79,64
275,10,"afterRhs->afterNewGradV",0,0,-0.000005424,-0.000005424,"afterNewGradV","GXV",79,64
275,10,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
275,11,"beforeCip->afterCipVelocity",0.0001626,0.000306471,0.002667099,0.002667099,"afterCipVelocity","GXV",79,64
275,11,"afterCipVelocity->afterRhs",-0.00000695,-0.000077593,0,0,"afterRhs","GXV",79,64
275,11,"afterRhs->afterNewGradV",0,0,-0.000005454,-0.000005454,"afterNewGradV","GXV",79,64
275,11,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
276,0,"beforeCip->afterCipVelocity",0.000165431,0.000308551,0.002687156,0.002687156,"afterCipVelocity","GXV",79,64
276,0,"afterCipVelocity->afterRhs",-0.000006958,-0.00007776,0,0,"afterRhs","GXV",79,64
276,0,"afterRhs->afterNewGradV",0,0,-0.000005454,-0.000005454,"afterNewGradV","GXV",79,64
276,0,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
276,1,"beforeCip->afterCipVelocity",0.000168319,0.000310615,0.002707452,0.002707452,"afterCipVelocity","GXV",79,64
276,1,"afterCipVelocity->afterRhs",-0.000006966,-0.000077905,0,0,"afterRhs","GXV",79,64
276,1,"afterRhs->afterNewGradV",0,0,-0.000005454,-0.000005454,"afterNewGradV","GXV",79,64
276,1,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
276,2,"beforeCip->afterCipVelocity",0.000171264,0.000312668,0.002727956,0.002727956,"afterCipVelocity","GXV",79,64
276,2,"afterCipVelocity->afterRhs",-0.000006972,-0.000078061,0,0,"afterRhs","GXV",79,64
276,2,"afterRhs->afterNewGradV",0,0,-0.000005484,-0.000005484,"afterNewGradV","GXV",79,64
276,2,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
276,3,"beforeCip->afterCipVelocity",0.00017427,0.000314702,0.002748609,0.002748609,"afterCipVelocity","GXV",79,64
276,3,"afterCipVelocity->afterRhs",-0.000006982,-0.000078201,0,0,"afterRhs","GXV",79,64
276,3,"afterRhs->afterNewGradV",0,0,-0.000005484,-0.000005484,"afterNewGradV","GXV",79,64
276,3,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
276,4,"beforeCip->afterCipVelocity",0.000177336,0.000316717,0.00276953,0.00276953,"afterCipVelocity","GXV",79,64
276,4,"afterCipVelocity->afterRhs",-0.00000699,-0.00007832,0,0,"afterRhs","GXV",79,64
276,4,"afterRhs->afterNewGradV",0,0,-0.000005484,-0.000005484,"afterNewGradV","GXV",79,64
276,4,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
276,5,"beforeCip->afterCipVelocity",0.000180464,0.000318713,0.00279063,0.00279063,"afterCipVelocity","GXV",79,64
276,5,"afterCipVelocity->afterRhs",-0.000006999,-0.000078427,0,0,"afterRhs","GXV",79,64
276,5,"afterRhs->afterNewGradV",0,0,-0.000005513,-0.000005513,"afterNewGradV","GXV",79,64
276,5,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
276,6,"beforeCip->afterCipVelocity",0.000183657,0.000320694,0.002811968,0.002811968,"afterCipVelocity","GXV",79,64
276,6,"afterCipVelocity->afterRhs",-0.000007008,-0.000078519,0,0,"afterRhs","GXV",79,64
276,6,"afterRhs->afterNewGradV",0,0,-0.000005513,-0.000005513,"afterNewGradV","GXV",79,64
276,6,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
276,7,"beforeCip->afterCipVelocity",0.000186914,0.000322648,0.002833545,0.002833545,"afterCipVelocity","GXV",79,64
276,7,"afterCipVelocity->afterRhs",-0.000007017,-0.000078588,0,0,"afterRhs","GXV",79,64
276,7,"afterRhs->afterNewGradV",0,0,-0.000005543,-0.000005543,"afterNewGradV","GXV",79,64
276,7,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
276,8,"beforeCip->afterCipVelocity",0.000190239,0.000324584,0.002855331,0.002855331,"afterCipVelocity","GXV",79,64
276,8,"afterCipVelocity->afterRhs",-0.000007027,-0.000078639,0,0,"afterRhs","GXV",79,64
276,8,"afterRhs->afterNewGradV",0,0,-0.000005543,-0.000005543,"afterNewGradV","GXV",79,64
276,8,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
276,9,"beforeCip->afterCipVelocity",0.000193635,0.000326496,0.002877325,0.002877325,"afterCipVelocity","GXV",79,64
276,9,"afterCipVelocity->afterRhs",-0.000007036,-0.000078674,0,0,"afterRhs","GXV",79,64
276,9,"afterRhs->afterNewGradV",0,0,-0.000005543,-0.000005543,"afterNewGradV","GXV",79,64
276,9,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
276,10,"beforeCip->afterCipVelocity",0.000197102,0.000328383,0.002899587,0.002899587,"afterCipVelocity","GXV",79,64
276,10,"afterCipVelocity->afterRhs",-0.000007046,-0.000078687,0,0,"afterRhs","GXV",79,64
276,10,"afterRhs->afterNewGradV",0,0,-0.000005543,-0.000005543,"afterNewGradV","GXV",79,64
276,10,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
276,11,"beforeCip->afterCipVelocity",0.000200639,0.000330246,0.002921999,0.002921999,"afterCipVelocity","GXV",79,64
276,11,"afterCipVelocity->afterRhs",-0.000007058,-0.000078685,0,0,"afterRhs","GXV",79,64
276,11,"afterRhs->afterNewGradV",0,0,-0.000005603,-0.000005603,"afterNewGradV","GXV",79,64
276,11,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
277,0,"beforeCip->afterCipVelocity",0.000204254,0.000332083,0.002944827,0.002944827,"afterCipVelocity","GXV",79,64
277,0,"afterCipVelocity->afterRhs",-0.000007068,-0.000078656,0,0,"afterRhs","GXV",79,64
277,0,"afterRhs->afterNewGradV",0,0,-0.000005603,-0.000005603,"afterNewGradV","GXV",79,64
277,0,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
277,1,"beforeCip->afterCipVelocity",0.000207946,0.000333894,0.002967775,0.002967775,"afterCipVelocity","GXV",79,64
277,1,"afterCipVelocity->afterRhs",-0.00000708,-0.000078613,0,0,"afterRhs","GXV",79,64
277,1,"afterRhs->afterNewGradV",0,0,-0.000005603,-0.000005603,"afterNewGradV","GXV",79,64
277,1,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
277,2,"beforeCip->afterCipVelocity",0.000211716,0.000335674,0.002991021,0.002991021,"afterCipVelocity","GXV",79,64
277,2,"afterCipVelocity->afterRhs",-0.000007091,-0.000078543,0,0,"afterRhs","GXV",79,64
277,2,"afterRhs->afterNewGradV",0,0,-0.000005603,-0.000005603,"afterNewGradV","GXV",79,64
277,2,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
277,3,"beforeCip->afterCipVelocity",0.000215567,0.000337428,0.003014505,0.003014505,"afterCipVelocity","GXV",79,64
277,3,"afterCipVelocity->afterRhs",-0.000007103,-0.000078458,0,0,"afterRhs","GXV",79,64
277,3,"afterRhs->afterNewGradV",0,0,-0.000005662,-0.000005662,"afterNewGradV","GXV",79,64
277,3,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
277,4,"beforeCip->afterCipVelocity",0.000219502,0.000339152,0.003038347,0.003038347,"afterCipVelocity","GXV",79,64
277,4,"afterCipVelocity->afterRhs",-0.000007116,-0.000078347,0,0,"afterRhs","GXV",79,64
277,4,"afterRhs->afterNewGradV",0,0,-0.000005662,-0.000005662,"afterNewGradV","GXV",79,64
277,4,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
277,5,"beforeCip->afterCipVelocity",0.000223522,0.000340842,0.003062367,0.003062367,"afterCipVelocity","GXV",79,64
277,5,"afterCipVelocity->afterRhs",-0.000007129,-0.000078211,0,0,"afterRhs","GXV",79,64
277,5,"afterRhs->afterNewGradV",0,0,-0.000005662,-0.000005662,"afterNewGradV","GXV",79,64
277,5,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
277,6,"beforeCip->afterCipVelocity",0.00022763,0.000342505,0.003086746,0.003086746,"afterCipVelocity","GXV",79,64
277,6,"afterCipVelocity->afterRhs",-0.000007142,-0.000078058,0,0,"afterRhs","GXV",79,64
277,6,"afterRhs->afterNewGradV",0,0,-0.000005662,-0.000005662,"afterNewGradV","GXV",79,64
277,6,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
277,7,"beforeCip->afterCipVelocity",0.000231829,0.000344131,0.003111362,0.003111362,"afterCipVelocity","GXV",79,64
277,7,"afterCipVelocity->afterRhs",-0.000007156,-0.000077877,0,0,"afterRhs","GXV",79,64
277,7,"afterRhs->afterNewGradV",0,0,-0.000005722,-0.000005722,"afterNewGradV","GXV",79,64
277,7,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
277,8,"beforeCip->afterCipVelocity",0.000236121,0.000345726,0.003136337,0.003136337,"afterCipVelocity","GXV",79,64
277,8,"afterCipVelocity->afterRhs",-0.000007169,-0.000077672,0,0,"afterRhs","GXV",79,64
277,8,"afterRhs->afterNewGradV",0,0,-0.000005722,-0.000005722,"afterNewGradV","GXV",79,64
277,8,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
277,9,"beforeCip->afterCipVelocity",0.000240509,0.000347287,0.00316155,0.00316155,"afterCipVelocity","GXV",79,64
277,9,"afterCipVelocity->afterRhs",-0.000007183,-0.000077445,0,0,"afterRhs","GXV",79,64
277,9,"afterRhs->afterNewGradV",0,0,-0.000005722,-0.000005722,"afterNewGradV","GXV",79,64
277,9,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
277,10,"beforeCip->afterCipVelocity",0.000244994,0.000348811,0.00318712,0.00318712,"afterCipVelocity","GXV",79,64
277,10,"afterCipVelocity->afterRhs",-0.000007199,-0.000077192,0,0,"afterRhs","GXV",79,64
277,10,"afterRhs->afterNewGradV",0,0,-0.000005722,-0.000005722,"afterNewGradV","GXV",79,64
277,10,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
277,11,"beforeCip->afterCipVelocity",0.000249581,0.000350301,0.003212988,0.003212988,"afterCipVelocity","GXV",79,64
277,11,"afterCipVelocity->afterRhs",-0.000007215,-0.000076917,0,0,"afterRhs","GXV",79,64
277,11,"afterRhs->afterNewGradV",0,0,-0.000005782,-0.000005782,"afterNewGradV","GXV",79,64
277,11,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
278,0,"beforeCip->afterCipVelocity",0.000254271,0.000351753,0.003239214,0.003239214,"afterCipVelocity","GXV",79,64
278,0,"afterCipVelocity->afterRhs",-0.000007232,-0.000076612,0,0,"afterRhs","GXV",79,64
278,0,"afterRhs->afterNewGradV",0,0,-0.000005782,-0.000005782,"afterNewGradV","GXV",79,64
278,0,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
278,1,"beforeCip->afterCipVelocity",0.000259069,0.000353167,0.003265738,0.003265738,"afterCipVelocity","GXV",79,64
278,1,"afterCipVelocity->afterRhs",-0.000007248,-0.000076284,0,0,"afterRhs","GXV",79,64
278,1,"afterRhs->afterNewGradV",0,0,-0.000005782,-0.000005782,"afterNewGradV","GXV",79,64
278,1,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
278,2,"beforeCip->afterCipVelocity",0.000263976,0.000354543,0.00329268,0.00329268,"afterCipVelocity","GXV",79,64
278,2,"afterCipVelocity->afterRhs",-0.000007265,-0.000075927,0,0,"afterRhs","GXV",79,64
278,2,"afterRhs->afterNewGradV",0,0,-0.000005841,-0.000005841,"afterNewGradV","GXV",79,64
278,2,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
278,3,"beforeCip->afterCipVelocity",0.000268993,0.000355882,0.003319919,0.003319919,"afterCipVelocity","GXV",79,64
278,3,"afterCipVelocity->afterRhs",-0.000007282,-0.000075545,0,0,"afterRhs","GXV",79,64
278,3,"afterRhs->afterNewGradV",0,0,-0.000005841,-0.000005841,"afterNewGradV","GXV",79,64
278,3,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
278,4,"beforeCip->afterCipVelocity",0.000274128,0.000357179,0.003347516,0.003347516,"afterCipVelocity","GXV",79,64
278,4,"afterCipVelocity->afterRhs",-0.000007301,-0.000075135,0,0,"afterRhs","GXV",79,64
278,4,"afterRhs->afterNewGradV",0,0,-0.000005841,-0.000005841,"afterNewGradV","GXV",79,64
278,4,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
278,5,"beforeCip->afterCipVelocity",0.000279379,0.000358439,0.00337553,0.00337553,"afterCipVelocity","GXV",79,64
278,5,"afterCipVelocity->afterRhs",-0.000007319,-0.000074697,0,0,"afterRhs","GXV",79,64
278,5,"afterRhs->afterNewGradV",0,0,-0.000005841,-0.000005841,"afterNewGradV","GXV",79,64
278,5,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
278,6,"beforeCip->afterCipVelocity",0.000284752,0.000359657,0.003403962,0.003403962,"afterCipVelocity","GXV",79,64
278,6,"afterCipVelocity->afterRhs",-0.000007339,-0.000074232,0,0,"afterRhs","GXV",79,64
278,6,"afterRhs->afterNewGradV",0,0,-0.000005901,-0.000005901,"afterNewGradV","GXV",79,64
278,6,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
278,7,"beforeCip->afterCipVelocity",0.000290247,0.000360833,0.003432691,0.003432691,"afterCipVelocity","GXV",79,64
278,7,"afterCipVelocity->afterRhs",-0.00000736,-0.000073737,0,0,"afterRhs","GXV",79,64
278,7,"afterRhs->afterNewGradV",0,0,-0.000005901,-0.000005901,"afterNewGradV","GXV",79,64
278,7,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
278,8,"beforeCip->afterCipVelocity",0.00029587,0.000361969,0.003461897,0.003461897,"afterCipVelocity","GXV",79,64
278,8,"afterCipVelocity->afterRhs",-0.00000738,-0.000073216,0,0,"afterRhs","GXV",79,64
278,8,"afterRhs->afterNewGradV",0,0,-0.000005901,-0.000005901,"afterNewGradV","GXV",79,64
278,8,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
278,9,"beforeCip->afterCipVelocity",0.00030162,0.000363062,0.003491461,0.003491461,"afterCipVelocity","GXV",79,64
278,9,"afterCipVelocity->afterRhs",-0.000007401,-0.000072646,0,0,"afterRhs","GXV",79,64
278,9,"afterRhs->afterNewGradV",0,0,-0.00000596,-0.00000596,"afterNewGradV","GXV",79,64
278,9,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
278,10,"beforeCip->afterCipVelocity",0.000307502,0.000364111,0.003521442,0.003521442,"afterCipVelocity","GXV",79,64
278,10,"afterCipVelocity->afterRhs",-0.000007424,-0.000072056,0,0,"afterRhs","GXV",79,64
278,10,"afterRhs->afterNewGradV",0,0,-0.00000596,-0.00000596,"afterNewGradV","GXV",79,64
278,10,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
278,11,"beforeCip->afterCipVelocity",0.000313517,0.000365118,0.003551781,0.003551781,"afterCipVelocity","GXV",79,64
278,11,"afterCipVelocity->afterRhs",-0.000007447,-0.00007144,0,0,"afterRhs","GXV",79,64
278,11,"afterRhs->afterNewGradV",0,0,-0.00000596,-0.00000596,"afterNewGradV","GXV",79,64
278,11,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
279,0,"beforeCip->afterCipVelocity",0.00031967,0.00036608,0.003582656,0.003582656,"afterCipVelocity","GXV",79,64
279,0,"afterCipVelocity->afterRhs",-0.00000747,-0.000070805,0,0,"afterRhs","GXV",79,64
279,0,"afterRhs->afterNewGradV",0,0,-0.00000602,-0.00000602,"afterNewGradV","GXV",79,64
279,0,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
279,1,"beforeCip->afterCipVelocity",0.00032596,0.000366996,0.003613889,0.003613889,"afterCipVelocity","GXV",79,64
279,1,"afterCipVelocity->afterRhs",-0.000007497,-0.000070144,0,0,"afterRhs","GXV",79,64
279,1,"afterRhs->afterNewGradV",0,0,-0.00000602,-0.00000602,"afterNewGradV","GXV",79,64
279,1,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
279,2,"beforeCip->afterCipVelocity",0.000332392,0.000367872,0.003645658,0.003645658,"afterCipVelocity","GXV",79,64
279,2,"afterCipVelocity->afterRhs",-0.000007521,-0.000069456,0,0,"afterRhs","GXV",79,64
279,2,"afterRhs->afterNewGradV",0,0,-0.00000602,-0.00000602,"afterNewGradV","GXV",79,64
279,2,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
279,3,"beforeCip->afterCipVelocity",0.000338971,0.000368702,0.003677785,0.003677785,"afterCipVelocity","GXV",79,64
279,3,"afterCipVelocity->afterRhs",-0.000007548,-0.000068742,0,0,"afterRhs","GXV",79,64
279,3,"afterRhs->afterNewGradV",0,0,-0.00000608,-0.00000608,"afterNewGradV","GXV",79,64
279,3,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
279,4,"beforeCip->afterCipVelocity",0.000345698,0.000369494,0.003710449,0.003710449,"afterCipVelocity","GXV",79,64
279,4,"afterCipVelocity->afterRhs",-0.000007575,-0.00006801,0,0,"afterRhs","GXV",79,64
279,4,"afterRhs->afterNewGradV",0,0,-0.00000608,-0.00000608,"afterNewGradV","GXV",79,64
279,4,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
279,5,"beforeCip->afterCipVelocity",0.000352575,0.000370245,0.003743589,0.003743589,"afterCipVelocity","GXV",79,64
279,5,"afterCipVelocity->afterRhs",-0.000007602,-0.000067245,0,0,"afterRhs","GXV",79,64
279,5,"afterRhs->afterNewGradV",0,0,-0.00000608,-0.00000608,"afterNewGradV","GXV",79,64
279,5,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
279,6,"beforeCip->afterCipVelocity",0.000359608,0.000370958,0.003777146,0.003777146,"afterCipVelocity","GXV",79,64
279,6,"afterCipVelocity->afterRhs",-0.000007631,-0.000066464,0,0,"afterRhs","GXV",79,64
279,6,"afterRhs->afterNewGradV",0,0,-0.000006139,-0.000006139,"afterNewGradV","GXV",79,64
279,6,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
279,7,"beforeCip->afterCipVelocity",0.0003668,0.000371638,0.00381124,0.00381124,"afterCipVelocity","GXV",79,64
279,7,"afterCipVelocity->afterRhs",-0.000007661,-0.000065647,0,0,"afterRhs","GXV",79,64
279,7,"afterRhs->afterNewGradV",0,0,-0.000006139,-0.000006139,"afterNewGradV","GXV",79,64
279,7,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
279,8,"beforeCip->afterCipVelocity",0.000374153,0.000372279,0.003845811,0.003845811,"afterCipVelocity","GXV",79,64
279,8,"afterCipVelocity->afterRhs",-0.000007691,-0.000064814,0,0,"afterRhs","GXV",79,64
279,8,"afterRhs->afterNewGradV",0,0,-0.000006139,-0.000006139,"afterNewGradV","GXV",79,64
279,8,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
279,9,"beforeCip->afterCipVelocity",0.000381673,0.000372887,0.003880918,0.003880918,"afterCipVelocity","GXV",79,64
279,9,"afterCipVelocity->afterRhs",-0.000007723,-0.000063949,0,0,"afterRhs","GXV",79,64
279,9,"afterRhs->afterNewGradV",0,0,-0.000006199,-0.000006199,"afterNewGradV","GXV",79,64
279,9,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
279,10,"beforeCip->afterCipVelocity",0.000389361,0.000373464,0.003916502,0.003916502,"afterCipVelocity","GXV",79,64
279,10,"afterCipVelocity->afterRhs",-0.000007756,-0.000063058,0,0,"afterRhs","GXV",79,64
279,10,"afterRhs->afterNewGradV",0,0,-0.000006199,-0.000006199,"afterNewGradV","GXV",79,64
279,10,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
279,11,"beforeCip->afterCipVelocity",0.000397224,0.000374015,0.003952682,0.003952682,"afterCipVelocity","GXV",79,64
279,11,"afterCipVelocity->afterRhs",-0.000007788,-0.000062145,0,0,"afterRhs","GXV",79,64
279,11,"afterRhs->afterNewGradV",0,0,-0.000006199,-0.000006199,"afterNewGradV","GXV",79,64
279,11,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
280,0,"beforeCip->afterCipVelocity",0.000405263,0.000374536,0.003989339,0.003989339,"afterCipVelocity","GXV",79,64
280,0,"afterCipVelocity->afterRhs",-0.000007822,-0.00006121,0,0,"afterRhs","GXV",79,64
280,0,"afterRhs->afterNewGradV",0,0,-0.000006258,-0.000006258,"afterNewGradV","GXV",79,64
280,0,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
280,1,"beforeCip->afterCipVelocity",0.000413488,0.000375033,0.004026532,0.004026532,"afterCipVelocity","GXV",79,64
280,1,"afterCipVelocity->afterRhs",-0.000007857,-0.000060246,0,0,"afterRhs","GXV",79,64
280,1,"afterRhs->afterNewGradV",0,0,-0.000006258,-0.000006258,"afterNewGradV","GXV",79,64
280,1,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
280,2,"beforeCip->afterCipVelocity",0.000421901,0.000425419,0.004064322,0.004064322,"afterCipVelocity","GXV",79,64
280,2,"afterCipVelocity->afterRhs",-0.000007895,-0.000109167,0,0,"afterRhs","GXV",79,64
280,2,"afterRhs->afterNewGradV",0,0,-0.000006258,-0.000006258,"afterNewGradV","GXV",79,64
280,2,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
280,3,"beforeCip->afterCipVelocity",0.000430507,0.000582571,0.004102707,0.004102707,"afterCipVelocity","GXV",79,64
280,3,"afterCipVelocity->afterRhs",-0.000007931,-0.000174544,0,0,"afterRhs","GXV",79,64
280,3,"afterRhs->afterNewGradV",0,0,-0.000006258,-0.000006258,"afterNewGradV","GXV",79,64
280,3,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
280,4,"beforeCip->afterCipVelocity",0.000439312,0.000651064,0.004141629,0.004141629,"afterCipVelocity","GXV",79,64
280,4,"afterCipVelocity->afterRhs",-0.000007971,-0.000173782,0,0,"afterRhs","GXV",79,64
280,4,"afterRhs->afterNewGradV",0,0,-0.000006318,-0.000006318,"afterNewGradV","GXV",79,64
280,4,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
280,5,"beforeCip->afterCipVelocity",0.000448324,0.00065336,0.004181087,0.004181087,"afterCipVelocity","GXV",79,64
280,5,"afterCipVelocity->afterRhs",-0.00000801,-0.000172914,0,0,"afterRhs","GXV",79,64
280,5,"afterRhs->afterNewGradV",0,0,-0.000006318,-0.000006318,"afterNewGradV","GXV",79,64
280,5,"afterNewGradV->afterNewGradU",0,0,0,0,"afterNewGradU","GXV",79,64
280,6,"beforeCip->afterCipVelocity",0.000457545,0.000655482,0.004221261,0.004221261,"afterCipVelocity","GXV",79,64
